part_number,description
08U45-3A0-300,"Part Number: 08U45-3A0-300  
Name: CARGO TRAY  
Application: Honda CR-V, CR-Z, Fit (2011-2023)  
Condition: New  
Technical Specs: Molded rubber construction, dimensions to fit OEM specifications, easy-to-clean surface  
Fitment Details: Designed specifically for 2011-2023 Honda CR-V, CR-Z, and Fit models, ensuring snug and secure placement in the cargo area  
Notable Features: Anti-slip surface to prevent cargo shifting, raised edges to contain spills, and a factory-fit design for seamless integration."
08W17-PC4300,"Part Number: 08W17-PC4300  
Name: 17"" STEEL WHEEL  
Application: Honda S2000 (2011-2015)  
Condition: New  
Technical Specs: 17-inch diameter, steel construction, factory finish, designed for optimal performance  
Fitment Details: Direct fit for Honda S2000 models from 2011 to 2015; replaces OEM part without modifications  
Notable Features: Durable steel design for enhanced strength and reliability; compatible with OEM tires and hubcaps for a seamless integration."
08W42-SNA-301,"Part Number: 08W42-SNA-301  
Name: WHEEL LK-EXPOSED  
Application: Honda CR-V, CR-Z, Ridgeline (2023)  
Condition: New  
Technical Specs: Genuine OEM part, engineered for optimal performance, ensures durability and reliability.  
Fitment Details: Specifically designed to fit 2023 Honda CR-V, CR-Z, and Ridgeline models.  
Notable Features: Exposed wheel lock design enhances security and ease of access for maintenance or replacement."
08W42-TG7-101A,"Part Number: 08W42-TG7-101A  
Name: WHEEL LOCK  
Application: Honda CR-Z, Element (2019)  
Condition: New  
Technical Specs: Genuine OEM part, designed for wheel securing  
Fitment Details: Compatible with Honda CR-Z and Element models from 2019  
Notable Features: Provides enhanced security by preventing theft of wheels; easy installation with included key for quick access."
08W42-TK4-301,"Part Number: 08W42-TK4-301  
Name: WHEEL LOCK KIT  
Application: Honda Accord, Passport (2023)  
Condition: New  
Technical Specs: Secure wheel locking system, includes 4 locks and 1 key.  
Fitment Details: Designed specifically for 2023 Honda Accord and Passport models.  
Notable Features: Genuine OEM part ensures optimal fit and durability; theft deterrent for rims and tires. This kit helps maintain the integrity of your wheels while offering peace of mind against theft."
0W20,"Part Number: 0W20  
Name: 0W20 BULK  
Application: Honda CR-V, 2021-2022  
Condition: New  
Technical Specs: Viscosity Grade 0W-20, API SN, ILSAC GF-5, suitable for fuel-efficient performance  
Fitment Details: Compatible with Honda CR-V engines designed for 0W-20 oil; refer to vehicle owner's manual for specific requirements  
Notable Features: Formulated for optimal engine protection and fuel economy, meets Honda specifications for enhanced performance and longevity."
102918387,"Part Number: 102918387  
Name: GOODYEAR 235/40R19  
Application: Honda Accord, 2017-2020  
Condition: New  
Technical Specs: Tire Size - 235/40R19; Load Index - 102; Speed Rating - V; Tread Depth - 10/32""  
Fitment Details: Designed for specific fitment on Honda Accord models from 2017 to 2020, ensuring optimal performance and safety.  
Notable Features: Built for enhanced grip and stability, featuring advanced tread design for excellent wet and dry traction, as well as reduced road noise for a comfortable driving experience."
109104366,"Part Number: 109104366  
Name: GOODYEAR EAGLE 235/40R18  
Application: Honda CR-V, Clarity, Crosstour, Passport, Pilot (2010-2018)  
Condition: New  
Technical Specs: Tire Size: 235/40R18; Load Index: 95; Speed Rating: W; Treadwear: 600; Traction: A; Temperature: A  
Fitment Details: Designed for Honda vehicles within specified models and year range.  
Notable Features: High-performance all-season tire with exceptional grip, enhanced wet and dry traction, and optimized tread design for improved handling and stability."
10W30S,"Part Number: 10W30S  
Name: AMS SYNTHETIC - 10W30S  
Application: Honda CR-Z, Insight, Odyssey, Passport, Ridgeline (2019)  
Condition: New  
Technical Specs: Synthetic oil, viscosity 10W30, API SN, ILSAC GF-5  
Fitment Details: Suitable for 2019 Honda models listed; ensures optimal engine performance and longevity.  
Notable Features: Provides superior wear protection, improved fuel efficiency, and enhanced thermal stability for high-performance engines."
1118,"Part Number: 1118  
Name: BLIZZ WS90 215/55R16  
Application: Honda Civic (2022)  
Condition: New  
Technical Specs: Size: 215/55R16, Load Index: 98, Speed Rating: T  
Fitment Details: Compatible with 2022 Honda Civic models requiring 215/55R16 tires.  
Notable Features: The BLIZZ WS90 offers enhanced winter performance, featuring a specialized tread design for superior grip on icy and snowy surfaces, along with advanced rubber formulations that maintain flexibility in low temperatures. Ideal for ensuring safety and control during winter driving conditions."
1127,"Part Number: 1127  
Name: BLIZZ WS90 225/65R17  
Application: Honda CR-Z (2013-2019)  
Condition: New  
Technical Specs: Tire Size: 225/65R17, Load Index: 112, Speed Rating: T  
Fitment Details: Compatible with Honda CR-Z models from 2013 to 2019, designed for optimal performance in winter conditions.  
Notable Features: The BLIZZ WS90 features advanced tread technology for superior traction on snow and ice, ensuring enhanced safety and reliability during adverse weather conditions."
114-1012-17-B,"Part Number: 114-1012-17-B  
Name: 17"" BLACK HO1012 ALLOY WHEEL  
Application: Honda HR-V (2016-2021)  
Condition: New  
Technical Specs: Diameter: 17"", Material: Alloy, Color: Black  
Fitment Details: Specifically designed for Honda HR-V models from 2016 to 2021; ensures proper alignment and bolt pattern.  
Notable Features: Lightweight design for enhanced performance; OEM specification for optimal fitment; aesthetically enhances vehicle appearance."
114-367-17-S,"Part Number: 114-367-17-S  
Name: 17"" SILV HO367 ALLOY WHEEL  
Application: Honda HR-V, 2019-2022  
Condition: New  
Technical Specs: Diameter: 17"", Finish: Silver, Material: Alloy, Bolt Pattern: 5x114.3  
Fitment Details: Designed for specific fitment on Honda HR-V models from 2019 to 2022, ensuring optimal performance and compatibility.  
Notable Features: Light-weight construction enhances fuel efficiency while the stylish silver finish complements the vehicle's aesthetic. Genuine OEM part ensures superior quality and fit."
114-395-16-B,"Part Number: 114-395-16-B  
Name: 16"" BLACK HO395 ALLOY WHEEL  
Application: Honda CR-V, 2017-2020  
Condition: New  
Technical Specs: 16-inch diameter, 6.5-inch width, 5-bolt pattern (5x114.3), ET +55 offset  
Fitment Details: Designed specifically for 2017-2020 Honda CR-V models; ensures optimal performance and aesthetics.  
Notable Features: Lightweight yet durable alloy construction, sleek black finish, designed to enhance handling and ride quality."
114-395-16-G,"Part Number: 114-395-16-G  
Name: 16"" GREY HO395 ALLOY WHEEL  
Application: Honda CR-V, Ridgeline (2016-2021)  
Condition: New  
Technical Specs: Size: 16 inches; Color: Grey; Material: Alloy; Bolt Pattern: 5x114.3  
Fitment Details: Designed for 2016-2021 Honda CR-V and Ridgeline models, ensuring proper fit and performance.  
Notable Features: OEM quality construction for superior strength and durability; stylish design enhances vehicle aesthetics."
114-395-17-B,"Part Number: 114-395-17-B  
Name: 17"" BLACK HO395 ALLOY WHEEL  
Application: Honda Civic (2012-2023)  
Condition: New  
Technical Specs: 17-inch diameter, alloy construction, black finish  
Fitment Details: Compatible with Honda Civic models from 2012 to 2023; direct fit for OEM specifications  
Notable Features: Lightweight design for improved performance, corrosion-resistant finish, and original equipment manufacturer (OEM) quality for optimal durability."
114-80-17-B,"Part Number: 114-80-17-B  
Name: 17"" BLACK HO80 ALLOY WHEEL  
Application: Honda Accord, CR-V, CR-Z, HR-V (2014)  
Condition: New  
Technical Specs: Diameter: 17 inches, Material: Alloy, Color: Black, Bolt Pattern: 114mm x 5 bolts, Offset: TBD  
Fitment Details: Compatible with specified Honda models, ensuring optimal fit and performance.  
Notable Features: Lightweight design for improved fuel efficiency, enhanced aesthetic appeal, and built to OEM specifications for durability and longevity."
1180,"Part Number: 1180  
Name: BLIZZAK 215/60R17  
Application: Honda S2000 (2012-2018)  
Condition: New  
Technical Specs: Tire Size: 215/60R17; Load Index: 1180; Tread Type: Winter; Sidewall: Black  
Fitment Details: Specifically designed for Honda S2000 models from 2012 to 2018 for optimal winter performance.  
Notable Features: Advanced winter tread pattern for enhanced traction on snow and ice, providing superior handling and stability in cold weather conditions."
11811-PLC-000,"Part Number: 11811-PLC-000  
Name: COVER T/B LOWER  
Application: Honda Ridgeline (2011-2023)  
Condition: New  
Technical Specs: Made of durable OEM-grade plastic, designed for optimal fit and performance.  
Fitment Details: Specifically engineered for Honda Ridgeline models from 2011 to 2023, ensuring seamless installation without modifications.  
Notable Features: Genuine OEM part providing a precise fit, enhances vehicle aesthetics, and maintains structural integrity of the underbody components."
120-427-18-B,"Part Number: 120-427-18-B  
Name: 18"" BLACK HO427 ALLOY WHEEL  
Application: Honda Odyssey (2011-2017)  
Condition: New  
Technical Specs: Diameter: 18 inches; Color: Black; Alloy construction; Bolt Pattern: 5x120 mm  
Fitment Details: Designed specifically for Honda Odyssey models from 2011 through 2017; ensures optimal fit and performance.  
Notable Features: Durable alloy construction enhances aesthetics and strength; lightweight design improves handling and fuel efficiency."
120-950-18-B,"Part Number: 120-950-18-B  
Name: 18"" BLACK HO950 ALLOY WHEEL  
Application: Honda Ridgeline (2018-2021)  
Condition: New  
Technical Specs: Diameter: 18 inches, Material: Alloy, Color: Black  
Fitment Details: Designed for the Honda Ridgeline models from 2018 to 2021; ensures a precise fit and optimal performance.  
Notable Features: Lightweight yet durable construction enhances performance and handling; original equipment part guarantees compatibility and quality."
12210-PZ1-003,"Part Number: 12210-PZ1-003  
Name: SEAL A VALVE STEM  
Application: Honda HR-V (2013-2022)  
Condition: New  
Technical Specs: Genuine OEM part, designed for optimal sealing; crafted from high-quality rubber for durability and resistance to wear.  
Fitment Details: Specifically fits Honda HR-V models from 2013 through 2022, ensuring proper installation and function in the valve assembly.  
Notable Features: Engineered to maintain proper valve stem clearance, preventing oil leaks and enhancing engine efficiency; original packaging for authenticity."
